PairID,DiffLOC,DiffIdentifierNo,DiffOperatorNo,DiffTokenNo,DiffTokenTypeDiversity,DiffUniqueIdentifierNo,DiffUniqueOperatorNo,DiffUniqueTokenNo,DiffFileNameScore,DiffMethodNameScore,IsSameReturnType,c2v_0,c2v_1,c2v_2,c2v_3,c2v_4,c2v_5,c2v_6,c2v_7,c2v_8,c2v_9,c2v_10,c2v_11,Decision
19,8,4,12,27,0,1,1,5,0.666667,0.85,false,0.28647,0.248944,0.12124,0.119877,0.420074,-0.011145,0.364015,0.077527,0.221819,0.503191,0.419637,0.359633,false
20,2,4,1,2,0,6,1,5,0.925926,0.857143,true,0.383039,-0.017096,0.302634,-0.04621,0.145762,0.235414,0.080084,0.397212,0.244386,0.198229,0.309433,0.249039,false
21,2,10,3,17,0,8,3,5,0.571429,0.75,false,0.48166,0.22712,-0.06358,0.51001,0.295319,0.542544,0.222554,0.354258,-0.012,0.050475,0.406415,0.081286,false
22,5,4,3,15,0,4,2,1,0,0.736842,true,0.037253,0.160488,0.069561,0.320622,0.251889,0.159527,0.330856,-0.031788,0.318042,0.138792,-0.058975,0.087759,true
23,6,5,0,2,0,2,0,2,0.925926,0.772727,true,0.322644,-0.368923,-0.021094,0.607152,0.295329,0.481098,0.471678,-0.066408,-0.087069,0.168799,0.246949,0.291401,false
24,4,4,0,1,0,6,0,4,0,0.571429,false,0.382776,0.547319,0.363555,0.424699,0.600331,0.397266,-0.042708,0.627216,0.24255,0.297477,0.510474,0.082703,true
25,3,5,6,7,0,4,0,0,0.930233,0.933333,true,-0.108669,-0.472032,0.133317,0.2754,0.056008,0.09983,0.112551,0.111572,0.232654,0.272708,0.18792,0.260719,false
26,6,0,9,20,0,4,2,6,0.8125,0.866667,false,0.206258,-0.042218,0.311742,0.003471,0.077052,-0.026277,-0.274203,0.140171,-0.164989,0.295611,0.315538,-0.189129,false
27,4,1,2,4,0,4,0,4,0,0.571429,false,0.395449,0.480889,0.607027,0.541147,0.68848,0.443237,0.318292,0.544368,0.16058,0.542923,0.611497,0.211023,true
28,2,1,1,8,0,7,1,3,0.925926,0.416667,true,0.722291,0.278404,0.456608,0.230086,0.649005,0.633717,0.572003,0.375212,0.269439,0.576789,0.600521,0.477525,true
29,6,10,5,28,0,3,2,7,0.75,0.9,false,-0.162616,0.042251,0.288305,0.284013,0.00108,0.085699,0.121044,0.317275,0.053284,-0.124957,0.50973,0.0102,false
30,2,10,4,22,0,11,0,20,0.8125,1,false,0.354085,0.005822,0.350573,0.033343,-0.203097,-0.032113,-0.136083,-0.026943,0.021431,-0.13806,-0.084772,0.298372,false
31,8,26,9,48,0,15,5,24,0.5,1,false,0.184265,0.182406,0.264934,0.245908,0.093527,0.296027,0.011949,0.337291,0.188195,0.146304,0.169014,0.071147,false
32,8,22,8,27,0,31,0,37,0.571429,0.785714,false,-0.024582,-0.261314,-0.423799,-0.350275,-0.037292,-0.009703,-0.219581,-0.103732,0.010659,-0.190123,-0.24696,-0.112762,false
33,7,12,5,2,0,18,1,18,0.826087,0.888889,false,0.340551,0.064538,0.214297,0.404628,0.395439,-0.045797,0.481266,0.393479,0.457535,-0.070553,0.413697,0.273658,false
34,1,9,3,32,0,5,1,7,0.75,0.846154,false,-0.084484,0.075941,0.276744,0.454649,0.044222,0.129449,0.365805,0.291175,0.23797,0.158268,0.495883,-0.14798,false
35,3,4,5,18,0,23,0,25,0.571429,0.909091,false,-0.010644,-0.313855,-0.456479,-0.303588,-0.171669,0.097922,-0.226462,-0.077381,0.036089,-0.217277,-0.069565,-0.104874,false
36,0,21,8,17,0,15,3,19,0.925926,0.888889,false,0.610702,0.468778,0.615508,0.615122,0.721494,0.59878,0.617756,0.578563,0.299133,0.413343,0.620603,0.48353,false
37,5,6,2,8,0,20,0,26,0.571429,0.866667,false,0.091975,-0.328199,-0.159937,-0.226405,-0.064585,-0.020498,0.03514,0.073046,-0.059713,-0.09971,0.025316,-0.356775,false
38,8,23,2,26,0,31,0,37,0.571429,1,false,-0.024709,-0.216764,-0.410092,-0.181694,0.072603,0.092605,0.055568,0.063641,-0.029243,-0.210461,-0.064787,-0.087827,false
39,9,18,2,24,0,30,1,39,0.571429,0.846154,false,0.02407,-0.388553,0.038418,-0.379119,-0.119267,-0.159276,-0.194771,0.135125,-0.208043,-0.102954,-0.074657,-0.167694,false
40,7,24,3,31,0,35,0,40,0.571429,0.933333,false,0.112175,-0.210766,-0.461333,-0.290795,-0.041634,0.211935,-0.112652,-0.023752,-0.115544,0.072264,-0.036003,-0.191022,false
41,7,10,5,15,0,26,1,28,0.5,0.888889,false,0.292032,-0.083357,0.110706,-0.173398,0.114131,0.086784,0.019876,-0.118513,-0.028125,0.185415,0.080038,0.037814,false
42,8,19,2,18,0,31,0,37,0.571429,0.882353,false,0.007705,-0.030552,-0.249654,-0.106237,0.071092,-0.155937,-0.282557,-0.000617,0.050202,0.045655,-0.147745,-0.171031,false
43,3,2,3,16,0,18,0,24,0.571429,1,false,0.302674,-0.078466,-0.064416,-0.210595,0.173425,0.109443,-0.205525,-0.037078,-0.048912,0.058272,0.19255,-0.187524,false
44,2,4,1,7,1,3,1,5,0.666667,0.9375,true,-0.173736,0.109758,-0.158802,-0.142174,0.44622,0.174193,0.089925,-0.003399,0.054001,-0.146426,0.028764,0.398633,false
45,2,2,0,11,1,4,0,2,0.925926,0.8125,false,0.028509,-0.088436,-0.268409,-0.2056,0.375222,-0.197767,-0.322913,-0.178648,-0.162293,-0.286801,-0.240503,-0.002729,false
46,1,2,2,3,0,4,2,0,0.5,0.8125,false,0.328507,0.245519,0.145398,-0.200292,0.27874,-0.088678,0.251533,-0.159595,0.157201,-0.069298,-0.234074,-0.05136,false
47,0,3,0,7,0,3,0,2,0.666667,0.75,false,-0.020925,0.092715,0.119581,-0.249855,0.247748,-0.173006,-0.17042,-0.282734,0.11856,0.168726,0.027221,-0.034296,false
48,2,1,1,12,2,3,1,6,0.925926,0.809524,false,0.000813,-0.163239,-0.093663,-0.146935,0.314919,-0.112855,-0.016986,0.122779,-0.038079,-0.229815,-0.257239,0.003979,false
49,1,0,1,6,0,3,1,2,0.925926,0.8125,false,0.180288,-0.162369,-0.134317,-0.184867,0.132317,-0.098378,0.068608,0.133075,-0.092728,0.145655,-0.274939,-0.029787,false
50,1,8,9,17,0,1,3,7,0.930233,0.8125,true,0.010477,0.061912,0.081016,0.211154,0.383408,0.349556,0.310741,0.286644,-0.176321,0.385395,0.179333,-0.178542,false
51,1,1,1,12,2,2,1,5,0.925926,0.789474,false,0.084109,-0.158933,-0.209085,-0.067039,0.371558,-0.21579,0.061612,0.138857,0.013654,-0.139583,-0.326949,0.000072,false
52,8,0,1,6,0,8,2,13,0.85,0.9,true,-0.190628,0.125856,0.203803,-0.124968,-0.212064,0.112801,0.283837,-0.034359,0.387161,0.026503,0.100146,-0.054364,false
53,13,22,0,30,0,15,1,11,0.782609,0.8,true,-0.096804,0.401243,0.233147,0.282144,-0.100651,0.194843,0.356086,-0.105209,0.077682,-0.147143,0.388189,-0.160814,false
54,5,1,2,4,0,2,1,0,0,0.5,true,0.823138,0.818086,0.863585,0.759427,0.80484,0.84466,0.730669,0.848532,0.822725,0.749396,0.796384,0.802135,true
55,4,8,4,19,2,9,2,1,0.782609,0.9,false,-0.191718,0.003163,0.094231,-0.242016,-0.019855,-0.269401,0.042843,-0.071251,0.089016,0.009052,0.235072,-0.079696,false
56,2,7,4,20,0,1,1,5,0.75,0.95,true,-0.293955,-0.262222,0.040922,-0.140459,-0.015433,-0.056056,-0.138571,0.084077,0.008351,0.087653,0.056934,0.19138,false
57,9,14,0,10,0,20,2,18,0.85,0.8,false,-0.124659,-0.118598,-0.423796,-0.365114,-0.273616,0.103757,0.15566,-0.054219,-0.106766,-0.124201,-0.140091,0.494972,false
58,5,5,1,28,1,2,1,1,0.85,0.9,false,-0.104246,0.020591,0.028456,-0.010314,0.053503,0.016343,0.092793,-0.337986,-0.067758,0.170382,-0.0379,-0.277481,false
59,4,3,13,24,0,4,0,6,0.6,0.761905,false,-0.0004,-0.328506,-0.012168,-0.110613,-0.158044,0.031846,0.370775,-0.254272,-0.136665,-0.111419,0.077319,-0.021875,false
60,11,16,7,20,0,17,2,19,0.85,0.9,false,0.187521,0.164872,0.0559,-0.197679,-0.051209,0.027345,0.293137,0.172472,0.041457,-0.102031,0.057413,0.111586,false
61,3,5,10,25,0,4,4,4,0.9,0.9,false,0.109839,-0.172904,-0.021951,0.170473,0.007067,0.34065,0.116614,-0.034955,-0.010619,-0.052248,0.15305,0.003585,false
62,13,20,0,43,0,23,1,21,0.6,0.75,false,-0.165742,-0.404671,0.191122,-0.359489,-0.227002,-0.092702,0.00695,-0.097986,0.360558,0.075828,-0.021901,-0.173755,false
63,9,12,8,12,0,15,2,17,0.85,0.85,false,0.053846,-0.202118,0.278988,-0.047848,-0.355257,0.275209,0.148915,-0.056246,0.119469,0.107982,-0.074295,0.055131,false
64,5,22,1,24,0,7,1,2,0.652174,1,true,0.421285,0.346621,0.277278,-0.068771,0.02131,0.127543,0.186677,-0.174985,0.241108,0.26295,-0.246136,0.105499,false
65,3,1,1,10,0,6,1,13,0.85,0.923077,true,0.0254,0.107829,0.218988,-0.017947,-0.175597,-0.092323,0.226555,-0.061442,0.193804,-0.12284,0.056961,-0.108684,false
66,4,8,3,25,2,1,0,12,0.652174,0.842105,false,0.18057,0.292996,0.343125,0.409109,0.323482,0.026076,0.375337,0.227428,0.190016,0.215044,0.114309,0.234794,false
67,10,7,5,26,0,7,1,18,0.8125,0.909091,true,0.291634,0.108723,0.09426,0.08499,0.391339,0.252762,0.207404,0.129236,0.273408,0.097186,-0.026669,0.388718,false
68,1,14,1,4,0,12,0,5,0.8125,1,false,0.165161,-0.217336,-0.392246,-0.115762,0.473128,0.051317,0.363369,-0.019592,0.104923,-0.021255,0.212725,-0.138894,false
69,2,31,4,39,0,4,3,1,0.777778,0.944444,true,0.213384,-0.231014,0.4981,0.077035,-0.125072,-0.058867,-0.168338,-0.010447,-0.255988,-0.242138,-0.452171,0.214811,false
70,3,5,0,34,1,10,1,14,0,0.8125,false,0.507877,0.427595,0.508755,0.307708,0.276721,0.598253,0.372172,0.363007,0.240077,0.213228,-0.003072,-0.010352,true
71,4,3,14,30,0,4,2,7,0.6875,0.714286,false,0.210375,0.23545,0.123914,0.064861,0.344604,0.100243,0.036179,-0.01213,-0.096181,0.106759,-0.23225,0.195849,false
72,3,16,6,14,0,9,0,6,0.8125,0.8,false,0.129513,0.045058,0.053457,-0.044329,0.068051,-0.054459,0.052712,0.068129,0.257185,0.033636,-0.054455,-0.08503,false
73,11,5,9,31,0,4,2,17,0.722222,0.818182,false,0.226286,0.181819,0.121166,0.208495,-0.002367,-0.025267,0.125889,-0.153725,-0.026974,-0.081289,-0.100697,0.335522,false
74,5,20,1,37,0,15,1,8,0.6875,0.909091,false,0.281996,-0.055423,0.088429,0.119139,-0.038342,-0.246283,-0.228565,0.233523,0.257308,-0.162512,0.012125,0.210898,false
75,6,29,2,40,0,20,0,17,0.8125,0.882353,false,-0.203387,-0.0042,-0.124105,-0.19688,0.579289,0.139011,0.488787,0.150657,-0.024594,-0.262246,0.086312,0.204519,false
76,1,12,7,6,0,7,0,4,0.8125,1,false,0.069492,-0.145227,-0.074058,-0.111517,0.059143,-0.012077,0.107764,0.160223,0.149001,-0.06937,0.021989,0.145224,false
77,0,4,1,21,0,16,5,13,0.625,0.928571,false,0.162077,0.18203,0.078804,0.243642,0.131044,0.066914,0.428358,0.423756,0.472235,0.228495,0.260158,0.052978,false
78,1,14,4,46,0,3,4,6,0.695652,0.875,true,-0.011065,0.312514,-0.011545,0.203698,-0.049315,-0.068387,0.297064,0.093978,0.118324,-0.21054,-0.185151,-0.073103,false
79,8,9,3,18,0,0,8,13,0.809524,0.8,false,0.329187,0.086757,0.094225,0.3751,-0.068511,0.205873,0.262325,0.230296,0.281502,0.026714,0.183313,0.159031,false
80,8,5,1,31,0,0,2,5,0.814815,0.944444,true,0.314094,-0.01746,0.167473,0.192541,-0.053307,0.000999,-0.141228,0.297998,-0.210205,-0.011212,0.178635,0.208273,false
81,0,3,7,22,0,16,5,13,0.625,1,false,0.24917,0.21297,0.181888,0.142857,0.051933,0.330944,0.229106,0.606345,0.325728,0.066386,0.504463,0.08406,false
82,1,8,7,24,0,15,4,15,0.625,0.923077,false,0.023605,-0.09374,0.292257,0.174025,0.121324,0.122092,0.268147,0.460477,0.454135,0.141537,0.361927,0.114123,false
83,1,2,6,17,0,20,5,16,0.625,1,false,0.08091,0.027931,-0.020368,0.072246,-0.239674,0.305793,0.139724,0.458356,0.279052,-0.295606,0.220734,0.130425,false
84,1,16,4,33,0,11,4,4,0,1,false,-0.011626,-0.223541,-0.096478,-0.062584,-0.351575,0.085718,-0.008927,-0.026899,-0.00948,0.019122,-0.241371,-0.042937,false
85,0,7,7,30,0,16,5,13,0.625,0.941176,false,0.150493,0.046899,0.190035,0.415872,-0.054069,-0.082513,0.375376,0.226797,0.391175,0.281718,0.445148,-0.272651,false
86,1,10,3,25,0,13,1,19,0.869565,0.857143,false,-0.343371,-0.128127,-0.19431,-0.214289,0.036949,0.330918,-0.158807,-0.175024,0.029917,0.029222,-0.169382,-0.173681,false
87,8,13,2,39,0,16,3,26,0.857143,0.642857,true,0.472753,0.06063,-0.2216,0.042437,0.31698,0.127964,0.099342,0.14616,0.304847,0.415876,-0.181382,0.064714,false
88,5,18,3,45,0,8,0,12,0,0.5,true,0.272444,0.496332,0.61903,0.456497,0.600092,0.3401,0.516742,0.399828,0.410811,0.500139,0.419834,0.313311,true
89,8,1,0,10,0,16,3,18,0.962963,0.833333,false,0.135808,0.006188,-0.587371,-0.083279,0.115172,0.092274,-0.259639,0.186255,-0.250757,-0.114026,-0.063575,0.050593,false
90,3,16,10,35,0,11,0,11,0,1,true,0.315929,0.447675,0.315526,0.636655,0.233412,0.295609,0.494711,0.550332,0.306893,0.324935,0.151779,0.461517,true
91,0,1,6,1,0,0,0,0,0,0.714286,true,0.488471,0.410194,0.787791,0.684228,0.755873,0.327635,0.471867,0.699512,0.613978,0.450077,0.621106,0.475823,true
92,1,4,6,3,0,1,1,2,0,0.071429,true,0.738755,0.52621,0.574548,0.652014,0.445488,0.30455,0.535262,0.688039,0.707806,0.5893,0.57344,0.528998,true
93,1,2,5,4,0,4,0,3,0,0.533333,true,0.439164,0.198691,0.654071,0.41147,0.609119,0.247513,0.454836,0.306648,0.52653,0.175193,0.528622,0.569447,true
94,1,12,3,12,0,5,1,9,0.625,0.857143,false,0.392465,0.344407,-0.081444,-0.089018,-0.013827,0.00588,0.184717,-0.141803,0.020296,0.04159,-0.212722,0.107584,false
95,0,3,6,9,0,0,0,0,0,0.411765,true,0.662964,0.507588,0.642974,0.733186,0.554192,0.613635,0.661049,0.32759,0.716224,0.482566,0.498011,0.507609,true
96,5,20,11,43,0,13,0,13,0,0.785714,true,0.500528,0.566106,0.289522,0.483936,0.241443,0.218638,0.647214,0.383187,0.313087,0.519048,0.262087,0.503356,true
97,0,6,4,15,0,2,2,0,0.962963,0.857143,false,0.041975,-0.031651,0.350849,0.142853,0.37917,0.372453,0.030566,0.279068,-0.170503,0.163923,0.036521,0.065089,false
98,3,8,2,17,0,2,3,6,0.925926,0.892857,true,0.114352,-0.017757,-0.020122,0.002392,-0.094019,-0.19046,0.049984,-0.194309,0.084882,0.284599,-0.093404,0.511448,false
99,4,1,1,0,0,4,1,7,0,0.821429,true,0.13162,0.120444,0.09353,-0.066622,0.419399,0.027526,0.15176,0.043581,-0.097424,0.059265,-0.022879,0.353369,true
100,2,0,1,3,0,0,1,1,0.925926,0.821429,false,0.241964,0.247436,-0.000421,-0.117595,0.033885,0.103396,-0.038086,0.203728,0.15778,0.13541,0.426941,-0.099072,false
101,1,1,5,5,0,2,1,5,0.674419,0.75,true,0.134687,0.275549,0.068714,-0.189229,0.145819,0.061361,-0.020469,0.085037,0.230324,0.037508,0.078524,0.546107,false
102,4,4,8,22,0,2,3,11,0.777778,0.857143,false,0.334307,0.175693,0.085155,0.171303,0.359846,0.122717,-0.100201,0.14659,0.003208,0.162164,0.149048,0.119189,false
103,2,5,1,6,0,2,1,1,0.925926,0.821429,false,0.39418,0.116498,0.049348,-0.065424,0.06039,-0.06531,0.062434,0.184381,-0.016724,0.060859,0.344584,0.189734,false
104,0,5,2,10,0,1,0,2,0,0.892857,true,0.369427,0.070256,0.286344,-0.085652,0.21102,0.28975,0.039657,0.028366,-0.052865,0.11336,0.26288,0.18694,true
105,8,21,2,34,0,13,0,11,0.782609,0.769231,true,0.044459,0.370539,0.122094,0.381339,-0.022547,0.3897,0.469975,-0.093068,0.156944,-0.066904,0.369237,-0.115022,false
106,4,8,0,20,0,5,1,7,0.869565,0.909091,false,0.130757,-0.223437,-0.355224,-0.075088,-0.192179,0.235187,0.026736,-0.018283,0.102938,0.018479,-0.11353,-0.39453,false
107,7,9,3,15,0,3,2,1,0.555556,0.777778,true,0.309562,-0.042677,0.0811,0.132425,0.289504,-0.074954,0.237397,0.051911,0.253398,-0.290772,0.437646,0.051293,false
108,2,6,7,10,0,2,1,8,0.869565,0.8,false,0.150221,0.232893,-0.162568,-0.11758,-0.115708,-0.156628,0.147793,-0.104003,0.116616,-0.04244,-0.164878,-0.282077,false
109,1,11,3,24,0,13,1,19,0.869565,0.909091,false,-0.044067,0.028894,-0.238398,-0.192615,0.215826,0.272825,0.121767,0.103199,-0.02627,-0.045627,-0.169363,-0.100672,false
110,2,6,3,22,0,12,0,21,0.869565,0.846154,false,-0.379397,-0.309832,-0.272679,-0.413516,-0.078379,-0.100676,0.132649,-0.029876,-0.232726,-0.243794,-0.473847,-0.147694,false
111,0,12,2,29,0,17,1,22,0.869565,0.933333,false,0.081274,-0.344364,-0.197158,-0.178374,-0.013839,0.130617,0.038709,0.032513,-0.202225,0.07306,0.030417,-0.256824,false
